CF;MES;CDA
572;2;Comas
614;2;Comas
618;2;Comas
616;2;Comas
635;2;Comas
711;2;Comas
625;2;Comas
644;2;Comas
613;2;Comas
646;2;Comas
697;2;Comas
574;2;Comas
674;2;Comas
553;2;Comas
724;2;Comas
470;2;Comas
461;2;Comas
783;2;Comas
677;2;Comas
664;2;Comas
533;2;Comas
560;2;Comas
623;2;Comas
585;2;Comas
578;2;Comas
668;2;Comas
528;2;Comas
554;2;Comas
543;2;Comas
629;2;Comas
571;2;Comas
1;2;Comas
550;2;Comas
587;2;Comas
553;2;Comas
885;2;Comas
569;2;Comas
629;2;Comas
650;2;Comas
606;2;Comas
647;2;Comas
591;2;Comas
592;2;Comas
447;2;Comas
599;2;Comas
641;2;Comas
545;2;Comas
598;2;Comas
562;2;Comas
604;2;Comas
545;2;Comas
603;2;Comas
646;2;Comas
573;2;Comas
684;2;Comas
549;2;Comas
450;2;Comas
489;2;Comas
822;2;Comas
602;2;Comas
635;2;Comas
689;2;Comas
701;2;Comas
698;2;Comas
608;2;Comas
639;2;Comas
674;2;Comas
426;2;Comas
731;2;Comas
681;2;Comas
545;2;Comas
559;2;Comas
572;2;Comas
621;2;Comas
674;2;Comas
694;2;Comas
626;2;Comas
650;2;Comas
574;2;Comas
543;2;Comas
602;2;Comas
570;2;Comas
575;2;Comas
586;2;Comas
688;2;Comas
586;2;Comas
615;2;Comas
574;2;Comas
552;2;Comas
541;2;Comas
545;2;Comas
568;2;Comas
563;2;Comas
574;2;Comas
541;2;Comas
613;2;Comas
572;2;Comas
639;2;Comas
597;2;Comas
699;2;Comas
582;2;Comas
572;2;Comas
530;2;Comas
851;2;Comas
431;2;Comas
624;2;Comas
661;2;Comas
562;2;Comas
623;2;Comas
574;2;Comas
607;2;Comas
596;2;Comas
679;2;Comas
623;2;Comas
552;2;Comas
521;2;Comas
521;2;Comas
620;2;Comas
678;2;Comas
622;2;Comas
591;2;Comas
668;2;Comas
656;2;Comas
644;2;Comas
649;2;Comas
575;2;Comas
650;2;Comas
618;2;Comas
690;2;Comas
711;2;Comas
692;2;Comas
658;2;Comas
706;2;Comas
645;2;Comas
638;2;Comas
664;2;Comas
547;2;Comas
679;2;Comas
627;2;Comas
630;2;Comas
736;2;Comas
701;2;Comas
626;2;Comas
661;2;Comas
641;2;Comas
811;2;Comas
401;2;Comas
523;2;Comas
517;2;Comas
779;2;Comas
609;2;Comas
682;2;Comas
581;2;Comas
707;2;Comas
569;2;Comas
576;2;Comas
612;2;Comas
614;2;Comas
767;2;Comas
647;2;Comas
612;2;Comas
613;2;Comas
629;2;Comas
618;2;Comas
591;2;Comas
612;2;Comas
669;2;Comas
679;2;Comas
1;2;Comas
556;2;Comas
952;2;Comas
945;2;Comas
807;2;Comas
608;2;Comas
661;2;Comas
582;2;Comas
636;2;Comas
641;2;Comas
615;2;Comas
553;2;Comas
562;2;Comas
480;2;Comas
414;2;Comas
652;2;Comas
795;2;Comas
556;2;Comas
544;2;Comas
574;2;Comas
610;2;Comas
563;2;Comas
613;2;Comas
634;2;Comas
572;2;Comas
655;2;Comas
569;2;Comas
665;2;Comas
732;2;Comas
587;2;Comas
663;2;Comas
642;2;Comas
691;2;Comas
652;2;Comas
617;2;Comas
738;2;Comas
565;2;Comas
517;2;Comas
925;2;Comas
739;2;Comas
683;2;Comas
493;2;Comas
556;2;Comas
621;2;Comas
594;2;Comas
717;2;Comas
649;2;Comas
371;2;Comas
563;2;Comas
640;2;Comas
557;2;Comas
570;2;Comas
550;2;Comas
525;2;Comas
585;2;Comas
525;2;Comas
573;2;Comas
562;2;Comas
538;2;Comas
646;2;Comas
594;2;Comas
602;2;Comas
585;2;Comas
565;2;Comas
4;2;Comas
1;2;Comas
1;2;Comas
1;2;Comas
1;2;Comas
1;2;Comas
1;2;Comas
1;2;Comas
1;2;Comas
1;2;Comas
622;2;Comas
445;2;Comas
653;2;Comas
640;2;Comas
428;2;Comas
512;2;Comas
1032;2;Comas
608;2;Comas
646;2;Comas
614;2;Comas
637;2;Comas
602;2;Comas
657;2;Comas
688;2;Comas
653;2;Comas
671;2;Comas
520;2;Comas
537;2;Comas
580;2;Comas
477;2;Comas
625;2;Comas
636;2;Comas
662;2;Comas
656;2;Comas
599;2;Comas
678;2;Comas
672;2;Comas
631;2;Comas
610;2;Comas
664;2;Comas
709;2;Comas
738;2;Comas
668;2;Comas
742;2;Comas
679;2;Comas
653;2;Comas
671;2;Comas
699;2;Comas
662;2;Comas
673;2;Comas
703;2;Comas
631;2;Comas
646;2;Comas
643;2;Comas
748;2;Comas
626;2;Comas
572;2;Comas
625;2;Comas
606;2;Comas
619;2;Comas
480;2;Comas
680;2;Comas
507;2;Comas
850;2;Comas
552;2;Comas
641;2;Comas
722;2;Comas
592;2;Comas
779;2;Comas
627;2;Comas
645;2;Comas
694;2;Comas
643;2;Comas
661;2;Comas
631;2;Comas
613;2;Comas
773;2;Comas
573;2;Comas
613;2;Comas
610;2;Comas
637;2;Comas
604;2;Comas
594;2;Comas
588;2;Comas
585;2;Comas
600;2;Comas
696;2;Comas
604;2;Comas
1;2;Comas
608;2;Comas
521;2;Comas
417;2;Comas
665;2;Comas
556;2;Comas
599;2;Comas
652;2;Comas
594;2;Comas
636;2;Comas
658;2;Comas
556;2;Comas
604;2;Comas
612;2;Comas
533;2;Comas
770;2;Comas
579;2;Comas
571;2;Comas
550;2;Comas
584;2;Comas
573;2;Comas
569;2;Comas
653;2;Comas
542;2;Comas
551;2;Comas
559;2;Comas
543;2;Comas
569;2;Comas
635;2;Comas
648;2;Comas
644;2;Comas
683;2;Comas
638;2;Comas
616;2;Comas
560;2;Comas
531;2;Comas
694;2;Comas
686;2;Comas
574;2;Comas
590;2;Comas
690;2;Comas
608;2;Comas
720;2;Comas
488;2;Comas
581;2;Comas
415;2;Comas
576;2;Comas
802;2;Comas
616;2;Comas
607;2;Comas
575;2;Comas
586;2;Comas
685;2;Comas
616;2;Comas
603;2;Comas
557;2;Comas
571;2;Comas
543;2;Comas
550;2;Comas
598;2;Comas
580;2;Comas
589;2;Comas
598;2;Comas
542;2;Comas
562;2;Comas
558;2;Comas
577;2;Comas
587;2;Comas
721;2;Comas
610;2;Comas
556;2;Comas
610;2;Comas
316;2;Comas
493;2;Comas
587;2;Comas
622;2;Comas
533;2;Comas
608;2;Comas
661;2;Comas
591;2;Comas
523;2;Comas
697;2;Comas
662;2;Comas
457;2;Comas
445;2;Comas
714;2;Comas
590;2;Comas
648;2;Comas
582;2;Comas
541;2;Comas
609;2;Comas
643;2;Comas
661;2;Comas
647;2;Comas
692;2;Comas
561;2;Comas
380;2;Comas
511;2;Comas
402;2;Comas
627;2;Comas
631;2;Comas
660;2;Comas
579;2;Comas
688;2;Comas
682;2;Comas
599;2;Comas
644;2;Comas
662;2;Comas
604;2;Comas
659;2;Comas
639;2;Comas
563;2;Comas
650;2;Comas
783;2;Comas
436;2;Comas
406;2;Comas
585;2;Comas
714;2;Comas
638;2;Comas
612;2;Comas
590;2;Comas
679;2;Comas
700;2;Comas
597;2;Comas
575;2;Comas
585;2;Comas
633;2;Comas
614;2;Comas
640;2;Comas
564;2;Comas
586;2;Comas
618;2;Comas
641;2;Comas
620;2;Comas
533;2;Comas
480;2;Comas
658;2;Comas
540;2;Comas
652;2;Comas
532;2;Comas
646;2;Comas
548;2;Comas
588;2;Comas
652;2;Comas
574;2;Comas
601;2;Comas
561;2;Comas
442;2;Comas
565;2;Comas
651;2;Comas
523;2;Comas
594;2;Comas
535;2;Comas
645;2;Comas
526;2;Comas
578;2;Comas
609;2;Comas
587;2;Comas
533;2;Comas
498;2;Comas
499;2;Comas
514;2;Comas
540;2;Comas
529;2;Comas
608;2;Comas
659;2;Comas
686;2;Comas
703;2;Comas
562;2;Comas
666;2;Comas
594;2;Comas
500;2;Comas
543;2;Comas
501;2;Comas
714;2;Comas
612;2;Comas
580;2;Comas
547;2;Comas
640;2;Comas
603;2;Comas
567;2;Comas
547;2;Comas
739;2;Comas
433;2;Comas
400;2;Comas
965;2;Comas
497;2;Comas
577;2;Comas
554;2;Comas
544;2;Comas
626;2;Comas
582;2;Comas
707;2;Comas
588;2;Comas
590;2;Comas
599;2;Comas
519;2;Comas
582;2;Comas
603;2;Comas
612;2;Comas
556;2;Comas
533;2;Comas
571;2;Comas
601;2;Comas
521;2;Comas
563;2;Comas
561;2;Comas
670;2;Comas
587;2;Comas
556;2;Comas
631;2;Comas
660;2;Comas
548;2;Comas
599;2;Comas
592;2;Comas
601;2;Comas
604;2;Comas
727;2;Comas
689;2;Comas
540;2;Comas
336;2;Comas
647;2;Comas
596;2;Comas
641;2;Comas
635;2;Comas
563;2;Comas
664;2;Comas
687;2;Comas
618;2;Comas
618;2;Comas
663;2;Comas
667;2;Comas
499;2;Comas
510;2;Comas
512;2;Comas
658;2;Comas
761;2;Comas
679;2;Comas
638;2;Comas
680;2;Comas
685;2;Comas
657;2;Comas
623;2;Comas
550;2;Comas
589;2;Comas
644;2;Comas
601;2;Comas
689;2;Comas
570;2;Comas
615;2;Comas
604;2;Comas
771;2;Comas
608;2;Comas
410;2;Comas
516;2;Comas
462;2;Comas
820;2;Comas
495;2;Comas
615;2;Comas
604;2;Comas
702;2;Comas
669;2;Comas
634;2;Comas
591;2;Comas
613;2;Comas
658;2;Comas
720;2;Comas
539;2;Comas
569;2;Comas
616;2;Comas
651;2;Comas
858;2;Comas
618;2;Comas
585;2;Comas
627;2;Comas
587;2;Comas
595;2;Comas
1;2;Comas
1;2;Comas
527;2;Comas
628;2;Comas
595;2;Comas
905;2;Comas
601;2;Comas
598;2;Comas
604;2;Comas
625;2;Comas
635;2;Comas
595;2;Comas
601;2;Comas
574;2;Comas
814;2;Comas
427;2;Comas
514;2;Comas
518;2;Comas
519;2;Comas
483;2;Comas
583;2;Comas
594;2;Comas
488;2;Comas
628;2;Comas
540;2;Comas
641;2;Comas
548;2;Comas
468;2;Comas
615;2;Comas
612;2;Comas
728;2;Comas
656;2;Comas
621;2;Comas
692;2;Comas
638;2;Comas
679;2;Comas
630;2;Comas
683;2;Comas
669;2;Comas
527;2;Comas
571;2;Comas
638;2;Comas
564;2;Comas
728;2;Comas
682;2;Comas
712;2;Comas
454;2;Comas
628;2;Comas
418;2;Comas
543;2;Comas
542;2;Comas
518;2;Comas
622;2;Comas
544;2;Comas
562;2;Comas
534;2;Comas
613;2;Comas
617;2;Comas
525;2;Comas
577;2;Comas
563;2;Comas
591;2;Comas
516;2;Comas
571;2;Comas
540;2;Comas
612;2;Comas
535;2;Comas
577;2;Comas
398;2;Comas
613;2;Comas
500;2;Comas
440;2;Comas
425;2;Comas
589;2;Comas
716;2;Comas
650;2;Comas
621;2;Comas
575;2;Comas
633;2;Comas
628;2;Comas
638;2;Comas
651;2;Comas
574;2;Comas
587;2;Comas
480;2;Comas
626;2;Comas
627;2;Comas
622;2;Comas
583;2;Comas
702;2;Comas
604;2;Comas
635;2;Comas
637;2;Comas
603;2;Comas
675;2;Comas
609;2;Comas
562;2;Comas
590;2;Comas
731;2;Comas
726;2;Comas
674;2;Comas
728;2;Comas
622;2;Comas
659;2;Comas
649;2;Comas
799;2;Comas
655;2;Comas
613;2;Comas
616;2;Comas
786;2;Comas
626;2;Comas
515;2;Comas
599;2;Comas
584;2;Comas
642;2;Comas
479;2;Comas
680;2;Comas
416;2;Comas
511;2;Comas
427;2;Comas
708;2;Comas
722;2;Comas
602;2;Comas
666;2;Comas
637;2;Comas
636;2;Comas
718;2;Comas
635;2;Comas
659;2;Comas
595;2;Comas
647;2;Comas
754;2;Comas
582;2;Comas
643;2;Comas
621;2;Comas
576;2;Comas
595;2;Comas
585;2;Comas
585;2;Comas
535;2;Comas
592;2;Comas
684;2;Comas
601;2;Comas
3;2;Comas
2;2;Comas
3;2;Comas
14;2;Comas
632;2;Comas
628;2;Comas
442;2;Comas
400;2;Comas
1130;2;Comas
685;2;Comas
539;2;Comas
630;2;Comas
604;2;Comas
660;2;Comas
669;2;Comas
654;2;Comas
549;2;Comas
620;2;Comas
664;2;Comas
928;2;Comas
700;2;Comas
444;2;Comas
800;2;Comas
505;2;Comas
545;2;Comas
591;2;Comas
531;2;Comas
617;2;Comas
519;2;Comas
516;2;Comas
616;2;Comas
576;2;Comas
539;2;Comas
557;2;Comas
672;2;Comas
508;2;Comas
399;2;Comas
820;2;Comas
1125;2;Comas
567;2;Comas
645;2;Comas
638;2;Comas
624;2;Comas
676;2;Comas
708;2;Comas
702;2;Comas
588;2;Comas
748;2;Comas
657;2;Comas
650;2;Comas
526;2;Comas
556;2;Comas
649;2;Comas
613;2;Comas
722;2;Comas
485;2;Comas
668;2;Comas
604;2;Comas
604;2;Comas
531;2;Comas
600;2;Comas
584;2;Comas
651;2;Comas
554;2;Comas
703;2;Comas
544;2;Comas
541;2;Comas
544;2;Comas
549;2;Comas
623;2;Comas
589;2;Comas
585;2;Comas
630;2;Comas
589;2;Comas
576;2;Comas
549;2;Comas
595;2;Comas
605;2;Comas
562;2;Comas
723;2;Comas
618;2;Comas
4;2;Comas
554;2;Comas
592;2;Comas
427;2;Comas
501;2;Comas
620;2;Comas
674;2;Comas
618;2;Comas
572;2;Comas
630;2;Comas
583;2;Comas
576;2;Comas
658;2;Comas
697;2;Comas
490;2;Comas
497;2;Comas
490;2;Comas
598;2;Comas
634;2;Comas
619;2;Comas
590;2;Comas
666;2;Comas
579;2;Comas
649;2;Comas
651;2;Comas
659;2;Comas
625;2;Comas
500;2;Comas
450;2;Comas
475;2;Comas
549;2;Comas
675;2;Comas
692;2;Comas
695;2;Comas
636;2;Comas
663;2;Comas
730;2;Comas
599;2;Comas
680;2;Comas
664;2;Comas
591;2;Comas
604;2;Comas
653;2;Comas
640;2;Comas
536;2;Comas
623;2;Comas
733;2;Comas
628;2;Comas
500;2;Comas
443;2;Comas
715;2;Comas
601;2;Comas
606;2;Comas
642;2;Comas
574;2;Comas
593;2;Comas
621;2;Comas
664;2;Comas
576;2;Comas
578;2;Comas
599;2;Comas
593;2;Comas
582;2;Comas
696;2;Comas
536;2;Comas
584;2;Comas
543;2;Comas
595;2;Comas
613;2;Comas
543;2;Comas
8;2;Comas
527;2;Comas
420;2;Comas
515;2;Comas
690;2;Comas
580;2;Comas
657;2;Comas
596;2;Comas
596;2;Comas
659;2;Comas
591;2;Comas
538;2;Comas
603;2;Comas
582;2;Comas
502;2;Comas
785;2;Comas
416;2;Comas
540;2;Comas
613;2;Comas
569;2;Comas
639;2;Comas
527;2;Comas
547;2;Comas
664;2;Comas
578;2;Comas
419;2;Comas
566;2;Comas
555;2;Comas
529;2;Comas
890;2;Comas
541;2;Comas
608;2;Comas
572;2;Comas
667;2;Comas
750;2;Comas
555;2;Comas
660;2;Comas
655;2;Comas
454;2;Comas
920;2;Comas
940;2;Comas
710;2;Comas
600;2;Comas
516;2;Comas
590;2;Comas
624;2;Comas
652;2;Comas
460;2;Comas
677;2;Comas
600;2;Comas
600;2;Comas
720;2;Comas
454;2;Comas
704;2;Comas
752;2;Comas
637;2;Comas
437;2;Comas
1000;2;Comas
1000;2;Comas
570;2;Comas
565;2;Comas
683;2;Comas
588;2;Comas
685;2;Comas
621;2;Comas
528;2;Comas
552;2;Comas
530;2;Comas
736;2;Comas
530;2;Comas
613;2;Comas
540;2;Comas
531;2;Comas
534;2;Comas
611;2;Comas
566;2;Comas
585;2;Comas
569;2;Comas
668;2;Comas
608;2;Comas
566;2;Comas
420;2;Comas
516;2;Comas
708;2;Comas
635;2;Comas
717;2;Comas
584;2;Comas
576;2;Comas
561;2;Comas
579;2;Comas
631;2;Comas
692;2;Comas
628;2;Comas
626;2;Comas
652;2;Comas
609;2;Comas
600;2;Comas
625;2;Comas
646;2;Comas
663;2;Comas
625;2;Comas
587;2;Comas
674;2;Comas
500;2;Comas
684;2;Comas
648;2;Comas
716;2;Comas
719;2;Comas
671;2;Comas
604;2;Comas
704;2;Comas
694;2;Comas
629;2;Comas
619;2;Comas
654;2;Comas
603;2;Comas
672;2;Comas
636;2;Comas
625;2;Comas
631;2;Comas
684;2;Comas
415;2;Comas
503;2;Comas
520;2;Comas
486;2;Comas
898;2;Comas
511;2;Comas
627;2;Comas
583;2;Comas
644;2;Comas
648;2;Comas
715;2;Comas
613;2;Comas
651;2;Comas
626;2;Comas
699;2;Comas
536;2;Comas
601;2;Comas
601;2;Comas
627;2;Comas
561;2;Comas
659;2;Comas
567;2;Comas
610;2;Comas
577;2;Comas
592;2;Comas
612;2;Comas
565;2;Comas
900;2;Comas
615;2;Comas
686;2;Comas
700;2;Comas
590;2;Comas
647;2;Comas
578;2;Comas
663;2;Comas
657;2;Comas
568;2;Comas
556;2;Comas
616;2;Comas
539;2;Comas
463;2;Comas
670;2;Comas
659;2;Comas
531;2;Comas
522;2;Comas
605;2;Comas
656;2;Comas
602;2;Comas
548;2;Comas
627;2;Comas
606;2;Comas
670;2;Comas
506;2;Comas
430;2;Comas
653;2;Comas
814;2;Comas
605;2;Comas
672;2;Comas
714;2;Comas
607;2;Comas
625;2;Comas
570;2;Comas
680;2;Comas
569;2;Comas
646;2;Comas
654;2;Comas
570;2;Comas
559;2;Comas
614;2;Comas
607;2;Comas
705;2;Comas
679;2;Comas
743;2;Comas
540;2;Comas
431;2;Comas
658;2;Comas
579;2;Comas
546;2;Comas
547;2;Comas
559;2;Comas
520;2;Comas
611;2;Comas
535;2;Comas
571;2;Comas
592;2;Comas
565;2;Comas
555;2;Comas
577;2;Comas
556;2;Comas
555;2;Comas
546;2;Comas
604;2;Comas
620;2;Comas
2;2;Comas
1;2;Comas
4;2;Comas
2;2;Comas
682;2;Comas
633;2;Comas
494;2;Comas
545;2;Comas
661;2;Comas
718;2;Comas
627;2;Comas
661;2;Comas
650;2;Comas
676;2;Comas
741;2;Comas
718;2;Comas
699;2;Comas
445;2;Comas
677;2;Comas
664;2;Comas
559;2;Comas
734;2;Comas
684;2;Comas
753;2;Comas
594;2;Comas
716;2;Comas
690;2;Comas
676;2;Comas
683;2;Comas
877;2;Comas
683;2;Comas
421;2;Comas
375;2;Comas
813;2;Comas
962;2;Comas
705;2;Comas
779;2;Comas
739;2;Comas
714;2;Comas
736;2;Comas
730;2;Comas
707;2;Comas
739;2;Comas
519;2;Comas
750;2;Comas
745;2;Comas
668;2;Comas
863;2;Comas
662;2;Comas
583;2;Comas
690;2;Comas
578;2;Comas
739;2;Comas
588;2;Comas
394;2;Comas
534;2;Comas
425;2;Comas
846;2;Comas
710;2;Comas
677;2;Comas
815;2;Comas
659;2;Comas
625;2;Comas
753;2;Comas
683;2;Comas
731;2;Comas
708;2;Comas
681;2;Comas
736;2;Comas
610;2;Comas
646;2;Comas
640;2;Comas
633;2;Comas
660;2;Comas
630;2;Comas
638;2;Comas
637;2;Comas
671;2;Comas
709;2;Comas
613;2;Comas
633;2;Comas
575;2;Comas
503;2;Comas
736;2;Comas
660;2;Comas
750;2;Comas
671;2;Comas
701;2;Comas
676;2;Comas
703;2;Comas
637;2;Comas
713;2;Comas
598;2;Comas
709;2;Comas
694;2;Comas
600;2;Comas
565;2;Comas
685;2;Comas
594;2;Comas
619;2;Comas
718;2;Comas
620;2;Comas
457;2;Comas
602;2;Comas
479;2;Comas
770;2;Comas
575;2;Comas
615;2;Comas
690;2;Comas
717;2;Comas
712;2;Comas
814;2;Comas
682;2;Comas
744;2;Comas
656;2;Comas
753;2;Comas
748;2;Comas
612;2;Comas
625;2;Comas
725;2;Comas
698;2;Comas
873;2;Comas
714;2;Comas
686;2;Comas
447;2;Comas
698;2;Comas
691;2;Comas
686;2;Comas
612;2;Comas
759;2;Comas
645;2;Comas
661;2;Comas
657;2;Comas
603;2;Comas
589;2;Comas
644;2;Comas
711;2;Comas
719;2;Comas
631;2;Comas
666;2;Comas
561;2;Comas
596;2;Comas
615;2;Comas
666;2;Comas
816;2;Comas
685;2;Comas
8581;2;Comas
510;2;Comas
330;2;Comas
564;2;Comas
350;2;Comas
588;2;Comas
610;2;Comas
633;2;Comas
565;2;Comas
651;2;Comas
575;2;Comas
553;2;Comas
600;2;Comas
689;2;Comas
467;2;Comas
347;2;Comas
466;2;Comas
590;2;Comas
660;2;Comas
631;2;Comas
577;2;Comas
630;2;Comas
695;2;Comas
676;2;Comas
613;2;Comas
651;2;Comas
625;2;Comas
433;2;Comas
650;2;Comas
444;2;Comas
552;2;Comas
703;2;Comas
708;2;Comas
663;2;Comas
658;2;Comas
681;2;Comas
711;2;Comas
617;2;Comas
635;2;Comas
648;2;Comas
652;2;Comas
692;2;Comas
696;2;Comas
698;2;Comas
552;2;Comas
613;2;Comas
444;2;Comas
465;2;Comas
613;2;Comas
562;2;Comas
757;2;Comas
763;2;Comas
607;2;Comas
597;2;Comas
611;2;Comas
718;2;Comas
652;2;Comas
661;2;Comas
620;2;Comas
600;2;Comas
641;2;Comas
737;2;Comas
625;2;Comas
612;2;Comas
575;2;Comas
584;2;Comas
588;2;Comas
609;2;Comas
1;2;Comas
2;2;Comas
1;2;Comas
1;2;Comas
563;2;Comas
682;2;Comas
529;2;Comas
650;2;Comas
571;2;Comas
659;2;Comas
581;2;Comas
570;2;Comas
696;2;Comas
604;2;Comas
588;2;Comas
564;2;Comas
559;2;Comas
395;2;Comas
411;2;Comas
870;2;Comas
549;2;Comas
618;2;Comas
530;2;Comas
662;2;Comas
575;2;Comas
622;2;Comas
630;2;Comas
626;2;Comas
618;2;Comas
516;2;Comas
437;2;Comas
473;2;Comas
885;2;Comas
562;2;Comas
631;2;Comas
619;2;Comas
682;2;Comas
730;2;Comas
611;2;Comas
637;2;Comas
695;2;Comas
728;2;Comas
429;2;Comas
730;2;Comas
660;2;Comas
562;2;Comas
550;2;Comas
613;2;Comas
629;2;Comas
720;2;Comas
683;2;Comas
682;2;Comas
945;2;Comas
635;2;Comas
430;2;Comas
633;2;Comas
590;2;Comas
628;2;Comas
588;2;Comas
566;2;Comas
668;2;Comas
576;2;Comas
594;2;Comas
572;2;Comas
570;2;Comas
595;2;Comas
544;2;Comas
560;2;Comas
642;2;Comas
566;2;Comas
559;2;Comas
611;2;Comas
580;2;Comas
568;2;Comas
549;2;Comas
602;2;Comas
693;2;Comas
609;2;Comas
15;2;Comas
10;2;Comas
598;2;Comas
536;2;Comas
480;2;Comas
634;2;Comas
704;2;Comas
575;2;Comas
605;2;Comas
561;2;Comas
661;2;Comas
665;2;Comas
719;2;Comas
712;2;Comas
439;2;Comas
474;2;Comas
642;2;Comas
627;2;Comas
614;2;Comas
564;2;Comas
704;2;Comas
633;2;Comas
603;2;Comas
631;2;Comas
594;2;Comas
655;2;Comas
643;2;Comas
693;2;Comas
506;2;Comas
625;2;Comas
756;2;Comas
697;2;Comas
590;2;Comas
624;2;Comas
676;2;Comas
699;2;Comas
667;2;Comas
641;2;Comas
610;2;Comas
576;2;Comas
709;2;Comas
570;2;Comas
589;2;Comas
641;2;Comas
736;2;Comas
594;2;Comas
415;2;Comas
396;2;Comas
463;2;Comas
829;2;Comas
564;2;Comas
614;2;Comas
679;2;Comas
692;2;Comas
684;2;Comas
644;2;Comas
629;2;Comas
623;2;Comas
670;2;Comas
601;2;Comas
526;2;Comas
473;2;Comas
641;2;Comas
565;2;Comas
626;2;Comas
631;2;Comas
518;2;Comas
596;2;Comas
589;2;Comas
616;2;Comas
790;2;Comas
508;3;Comas
509;3;Comas
446;3;Comas
1120;3;Comas
584;3;Comas
613;3;Comas
577;3;Comas
603;3;Comas
634;3;Comas
531;3;Comas
547;3;Comas
587;3;Comas
567;3;Comas
397;3;Comas
567;3;Comas
550;3;Comas
549;3;Comas
550;3;Comas
561;3;Comas
568;3;Comas
529;3;Comas
620;3;Comas
558;3;Comas
524;3;Comas
611;3;Comas
621;3;Comas
644;3;Comas
653;3;Comas
658;3;Comas
577;3;Comas
662;3;Comas
619;3;Comas
540;3;Comas
551;3;Comas
597;3;Comas
579;3;Comas
704;3;Comas
545;3;Comas
640;3;Comas
405;3;Comas
429;3;Comas
543;3;Comas
723;3;Comas
554;3;Comas
632;3;Comas
530;3;Comas
590;3;Comas
544;3;Comas
604;3;Comas
557;3;Comas
585;3;Comas
503;3;Comas
549;3;Comas
603;3;Comas
1;3;Comas
2;3;Comas
575;3;Comas
699;3;Comas
535;3;Comas
579;3;Comas
580;3;Comas
679;3;Comas
685;3;Comas
623;3;Comas
594;3;Comas
613;3;Comas
611;3;Comas
675;3;Comas
630;3;Comas
541;3;Comas
447;3;Comas
412;3;Comas
600;3;Comas
557;3;Comas
671;3;Comas
518;3;Comas
648;3;Comas
666;3;Comas
617;3;Comas
639;3;Comas
598;3;Comas
616;3;Comas
476;3;Comas
570;3;Comas
529;3;Comas
628;3;Comas
650;3;Comas
666;3;Comas
707;3;Comas
729;3;Comas
629;3;Comas
700;3;Comas
507;3;Comas
702;3;Comas
634;3;Comas
653;3;Comas
752;3;Comas
586;3;Comas
637;3;Comas
575;3;Comas
727;3;Comas
596;3;Comas
530;3;Comas
660;3;Comas
466;3;Comas
808;3;Comas
532;3;Comas
602;3;Comas
617;3;Comas
806;3;Comas
687;3;Comas
648;3;Comas
667;3;Comas
580;3;Comas
539;3;Comas
612;3;Comas
621;3;Comas
635;3;Comas
550;3;Comas
585;3;Comas
645;3;Comas
574;3;Comas
593;3;Comas
653;3;Comas
561;3;Comas
582;3;Comas
583;3;Comas
617;3;Comas
613;3;Comas
590;3;Comas
620;3;Comas
646;3;Comas
550;3;Comas
670;3;Comas
556;3;Comas
465;3;Comas
479;3;Comas
557;3;Comas
604;3;Comas
566;3;Comas
549;3;Comas
580;3;Comas
535;3;Comas
515;3;Comas
634;3;Comas
523;3;Comas
605;3;Comas
550;3;Comas
461;3;Comas
546;3;Comas
580;3;Comas
651;3;Comas
630;3;Comas
628;3;Comas
683;3;Comas
636;3;Comas
597;3;Comas
597;3;Comas
659;3;Comas
689;3;Comas
521;3;Comas
666;3;Comas
608;3;Comas
725;3;Comas
612;3;Comas
541;3;Comas
665;3;Comas
404;3;Comas
717;3;Comas
585;3;Comas
622;3;Comas
715;3;Comas
592;3;Comas
653;3;Comas
602;3;Comas
634;3;Comas
580;3;Comas
565;3;Comas
512;3;Comas
559;3;Comas
561;3;Comas
643;3;Comas
595;3;Comas
634;3;Comas
568;3;Comas
613;3;Comas
604;3;Comas
605;3;Comas
782;3;Comas
581;3;Comas
550;3;Comas
0.5;3;Comas
492;3;Comas
500;3;Comas
549;3;Comas
621;3;Comas
587;3;Comas
605;3;Comas
418;3;Comas
608;3;Comas
641;3;Comas
576;3;Comas
567;3;Comas
652;3;Comas
681;3;Comas
436;3;Comas
706;3;Comas
566;3;Comas
647;3;Comas
570;3;Comas
502;3;Comas
602;3;Comas
567;3;Comas
608;3;Comas
674;3;Comas
502;3;Comas
547;3;Comas
357;3;Comas
438;3;Comas
355;3;Comas
583;3;Comas
664;3;Comas
660;3;Comas
658;3;Comas
607;3;Comas
650;3;Comas
724;3;Comas
558;3;Comas
631;3;Comas
657;3;Comas
730;3;Comas
812;3;Comas
551;3;Comas
603;3;Comas
717;3;Comas
657;3;Comas
409;3;Comas
489;3;Comas
611;3;Comas
540;3;Comas
577;3;Comas
600;3;Comas
605;3;Comas
517;3;Comas
442;3;Comas
605;3;Comas
555;3;Comas
648;3;Comas
554;3;Comas
615;3;Comas
548;3;Comas
578;3;Comas
599;3;Comas
547;3;Comas
362;3;Comas
375;3;Comas
579;3;Comas
576;3;Comas
677;3;Comas
611;3;Comas
590;3;Comas
661;3;Comas
588;3;Comas
560;3;Comas
590;3;Comas
582;3;Comas
516;3;Comas
690;3;Comas
627;3;Comas
508;3;Comas
583;3;Comas
553;3;Comas
619;3;Comas
517;3;Comas
589;3;Comas
681;3;Comas
599;3;Comas
623;3;Comas
554;3;Comas
